Sl.no,Species_common_name,Species_scientific_name,lat,lon,Month,Year,Source,Comments,name_combined,Source_type
1364,Pan-tropical_spotted_dolphin,Stenella attenuata,12.54194466,92.75851875,3,2013,MMI database,,Pan-tropical_spotted_dolphin,Database
1365,Pan-tropical_spotted_dolphin,Stenella attenuata,10.9258333,72.2883333,3,2013,MMI database,,Pan-tropical_spotted_dolphin,Database
1366,Risso's_dolphin,Grampus griseus,12.28443693,92.9343,3,2013,MMI database,,Risso's_dolphin,Database
1367,Spinner_dolphin,Stenella longirostris,8.2954136,73.0489822,3,2013,MMI database,,Spinner_dolphin,Database
1368,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,12.2501506,74.33717,2,2013,MMI database,,Bottlenose_dolphin,Database
1369,Risso's_dolphin,Grampus griseus,13.826802,80.2707184,2,2013,MMI database,,Risso's_dolphin,Database
1370,Indian_Ocean_Humpback_dolphin,Sousa plumbea,18.98450724,72.59377121,12,2012,MMI database,,Humpback_dolphin,Database
1371,Short-finned_Pilot_whale,Globicephala macrorhynchus,10.9258333,72.2883333,12,2012,MMI database,,Short-finned_Pilot_whale,Database
1372,Spinner_dolphin,Stenella longirostris,17.17337823,73.23071245,11,2012,MMI database,,Spinner_dolphin,Database
1373,Short-finned_Pilot_whale,Globicephala macrorhynchus,12.5,92.75,10,2012,MMI database,,Short-finned_Pilot_whale,Database
1374,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,13.815305,80.292059,9,2012,MMI database,,Bottlenose_dolphin,Database
1375,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,14.2412793,86.9583379,5,2012,MMI database,,Bottlenose_dolphin,Database
1376,Spinner_dolphin,Stenella longirostris,13.531665,87.5395855,5,2012,MMI database,,Spinner_dolphin,Database
1377,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,13.815305,80.292059,4,2012,MMI database,,Bottlenose_dolphin,Database
1378,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,14.2412793,86.9583379,4,2012,MMI database,,Bottlenose_dolphin,Database
1379,Indo-Pacific_finless_porpoise,Neophocaena phocaenoides,16.990215,73.25434508,4,2012,MMI database,,Indo-Pacific_finless_porpoise,Database
1380,Short-finned_Pilot_whale,Globicephala macrorhynchus,13.531665,87.5395855,4,2012,MMI database,,Short-finned_Pilot_whale,Database
1381,Indo-Pacific_Humpback_dolphin,Sousa chinensis,19.35595886,85.06466768,2,2012,MMI database,,Humpback_dolphin,Database
1382,Irrawaddy_dolphin,Orcaella brevirostris,19.8449627,85.4788065,5,2011,MMI database,,Irrawaddy_dolphin,Database
1383,Short-finned_Pilot_whale,,10.9258333,72.2883333,2,2011,MMI Database,,Short-finned_Pilot_whale,Database
1384,Blue_whale,Balaenoptera musculus,12.90075579,74.79003883,12,2010,MMI database,,Blue_whale,Database
1385,Pan-tropical_spotted_dolphin,Stenella attenuata,10.9258333,72.2883333,10,2010,MMI database,,Pan-tropical_spotted_dolphin,Database
1386,Risso's_dolphin,,10.760115,73.6303446,10,2010,MMI database,,Risso's_dolphin,Database
1387,Spinner_dolphin,,8.2954408,73.0489728,10,2010,MMI database,,Spinner_dolphin,Database
1389,Spinner_dolphin,,8.2954408,73.0489728,5,2010,MMI database,,Spinner_dolphin,Database
1390,Indo-Pacific_finless_porpoise,Neophocaena phocaenoides,10.26704767,79.3169802,4,2010,MMI database,,Indo-Pacific_finless_porpoise,Database
1392,Indo-Pacific_finless_porpoise,Neophocaena phocaenoides,10.79116551,75.80416435,1,2010,MMI database,,Indo-Pacific_finless_porpoise,Database
1393,Indian_Ocean_Humpback_dolphin,,10.75339097,75.75472588,11,2009,MMI Database,,Humpback_dolphin,Database
1394,Bryde's_whale,,10.760115,73.6303446,10,2009,MMI database,,Bryde's_whale,Database
1395,Short-finned_Pilot_whale,,10.9258333,72.2883333,10,2009,MMI database,,Short-finned_Pilot_whale,Database
1396,Spinner_dolphin,,10.9258333,72.2883333,10,2009,MMI database,,Spinner_dolphin,Database
1397,Sperm_whale,,8.4560212,93.0425977,9,2009,MMI database,,Sperm_whale,Database
1398,Spinner_dolphin,,7.873054,80.771797,4,2009,MMI database,,Spinner_dolphin,Database
1399,Killer_whale,,14.169266,74.3272202,2,2008,MMI database,,Killer_whale,Database
1400,Sperm_whale,,10.9258333,72.2883333,3,2006,MMI database,,Sperm_whale,Database
1401,Spinner_dolphin,,8.7816075,79.6502105,9,2004,MMI database,,Spinner_dolphin,Database
1402,Indo-Pacific_finless_porpoise,,18.87776037,72.825644,5,2003,MMI database,,Indo-Pacific_finless_porpoise,Database
1403,Indo-Pacific_finless_porpoise,,9.2876254,79.3129291,9,2002,MMI database,,Indo-Pacific_finless_porpoise,Database
1404,Killer_whale,,10.9258333,72.2883333,4,2000,MMI database,,Killer_whale,Database
1405,Indian_Ocean_Humpback_dolphin,,21.56924897,72.28563519,,,MMI database,,Humpback_dolphin,Database
1406,Indian_Ocean_Humpback_dolphin,,23.24640579,68.60139714,,,MMI database,,Humpback_dolphin,Database
1407,Killer_whale,,14.169266,74.3272202,,,MMI database,,Killer_whale,Database
1408,Indo-Pacific_Bottlenose_dolphin,Tursiops sp,11.93920265,79.88459182,7,2023,MMI Whatsapp group,reconstructed,Bottlenose_dolphin,Social network
1409,Bryde's_whale,Balaenoptera brydei,11.35551809,79.9066926,6,2023,MMI Whatsapp group,reconstructed,Bryde's_whale,Social network
1410,Indo-Pacific_Humpback_dolphin,Sousa chinensis,11.92645074,79.84649748,5,2023,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1411,Indian_Ocean_Humpback_dolphin,Sousa plumbea,15.71792405,73.68565224,3,2023,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1412,Killer_whale,Orcinus orca,15.305899,73.823486,3,2023,MMI Whatsapp group,,Killer_whale,Social network
1413,Indian_Ocean_Humpback_dolphin,Sousa plumbea,15.61420238,73.73112912,2,2023,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1414,Indian_Ocean_Humpback_dolphin,Sousa plumbea,15.64265675,73.71197928,1,2023,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1415,Indian_Ocean_Humpback_dolphin,Sousa plumbea,9.153395142,78.64334548,12,2022,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1416,Indian_Ocean_Humpback_dolphin,Sousa plumbea,14.82526923,74.08404058,11,2022,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1417,Indo-Pacific_Humpback_dolphin,Sousa chinensis,12.61801199,80.20774256,11,2022,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1418,Killer_whale,Orcinus orca,15.35561,73.755595,10,2022,MMI Whatsapp group,reconstructed,Killer_whale,Social network
1419,Indian_Ocean_Humpback_dolphin,Sousa plumbea,15.48617811,73.78504614,5,2022,MMI Whatsapp group,,Humpback_dolphin,Social network
1420,Indian_Ocean_Humpback_dolphin,Sousa plumbea,18.72748582,72.84481964,4,2022,MMI Whatsapp group,reconstructed,Humpback_dolphin,Social network
1421,Spinner_dolphin,Stenella longirostris,12.1206,93.3344,4,2022,MMI Whatsapp group,reconstructed,Spinner_dolphin,Social network
1422,Spinner_dolphin,Stenella longirostris,21.63094316,69.60823807,2,2022,MMI Whatsapp group,,Spinner_dolphin,Social network
1423,Indian_Ocean_Humpback_dolphin,Sousa plumbea,14.54322611,74.30130752,12,2021,MMI Whatsapp group,,Humpback_dolphin,Social network
1424,Indo-Pacific_Humpback_dolphin,Sousa chinensis,12.94617527,80.26773097,7,2021,MMI Whatsapp group,,Humpback_dolphin,Social network
1425,Striped_dolphin,,11.15335368,72.7440204,7,2021,MMI Whatsapp group,,Striped_dolphin,Social network
1426,Indian_Ocean_Humpback_dolphin,Sousa plumbea,14.97754011,74.04192707,5,2021,MMI Whatsapp group,,Humpback_dolphin,Social network
1427,Indian_Ocean_Humpback_dolphin,Sousa plumbea,15.61094537,73.72168918,12,2020,MMI Whatsapp group,,Humpback_dolphin,Social network
1428,Indo-Pacific_Humpback_dolphin,Sousa chinensis,11.93054026,79.8369727,7,2020,MMI Whatsapp group,,Humpback_dolphin,Social network
1429,Indo-Pacific_Humpback_dolphin,Sousa chinensis,20.74301908,87.00703473,2,2020,MMI Whatsapp group,,Humpback_dolphin,Social network
1430,Indo-Pacific_Bottlenose_dolphin,Tursiops sp,11.92201524,79.8337935,1,2020,MMI Whatsapp group,,Bottlenose_dolphin,Social network
1431,Humpback_whale,Megaptera novaeangliae,14.01879362,74.33016478,12,2019,MMI Whatsapp group,,Humpback_whale,Social network
1432,Bryde's_whale,Balaenoptera brydei,16.33240164,73.39250564,8,2019,MMI Whatsapp group,,Bryde's_whale,Social network
1436,Indian_Ocean_Humpback_dolphin,Sousa plumbea,10.446,75.9803,2,2019,MMI Whatsapp group,,Humpback_dolphin,Social network
1437,Spinner_dolphin,,22.18037985,68.82840225,2,2019,MMI Whatsapp group,,Spinner_dolphin,Social network
1438,Indian_Ocean_Humpback_dolphin,Sousa plumbea,19.02792906,72.81620961,1,2019,MMI Whatsapp group,,Humpback_dolphin,Social network
1439,Indo-Pacific_Humpback_dolphin,Sousa chinensis,19.38264793,85.10010386,1,2019,MMI Whatsapp group,,Humpback_dolphin,Social network
1440,Killer_whale,,14.97418005,73.78082836,1,2019,MMI Whatsapp group,,Killer_whale,Social network
1442,Bryde's_whale,,13.96747697,74.24950248,10,2018,MMI Whatsapp group,,Bryde's_whale,Social network
1443,Bryde's_whale,Balaenoptera brydei,15.38372048,73.5617367,10,2018,MMI Whatsapp group,,Bryde's_whale,Social network
1444,Indian_Ocean_Humpback_dolphin,Sousa plumbea,9.940804167,76.2646,10,2018,MMI Whatsapp group,,Humpback_dolphin,Social network
1445,Spinner_dolphin,Stenella longirostris,15.38372048,73.5617367,10,2018,MMI Whatsapp group,,Spinner_dolphin,Social network
1448,Indian_Ocean_Humpback_dolphin,Sousa plumbea,15.48221138,73.78602006,,,MMI Whatsapp group,,Humpback_dolphin,Social network
1451,False_Killer_whale,Pseudorca crassidens,11.14460308,92.84458247,,Multiple,Mohan & Sujitra 2018,,False_Killer_whale,Publication
1452,False_Killer_whale,Pseudorca crassidens,10.60547378,92.7697034,,Multiple,Mohan & Sujitra 2018,,False_Killer_whale,Publication
1453,False_Killer_whale,Pseudorca crassidens,6.565747961,94.0014641,,Multiple,Mohan & Sujitra 2018,,False_Killer_whale,Publication
1454,Killer_whale,Orcinus orca,7.782532845,93.79554665,,Multiple,Mohan & Sujitra 2018,,Killer_whale,Publication
1455,Killer_whale,Orcinus orca,13.51452564,93.21148991,,Multiple,Mohan & Sujitra 2018,,Killer_whale,Publication
1456,Killer_whale,Orcinus orca,13.16633797,93.41740735,,Multiple,Mohan & Sujitra 2018,,Killer_whale,Publication
1460,Short-finned_Pilot_whale,Globicephala macrorhynchus,6.524564472,93.36873596,,Multiple,Mohan & Sujitra 2018,,Short-finned_Pilot_whale,Publication
1461,Short-finned_Pilot_whale,Globicephala macrorhynchus,10.8450868,92.82960665,,Multiple,Mohan & Sujitra 2018,,Short-finned_Pilot_whale,Publication
1462,Short-finned_Pilot_whale,Globicephala macrorhynchus,13.34604773,93.42863921,,Multiple,Mohan & Sujitra 2018,,Short-finned_Pilot_whale,Publication
1463,Sperm_whale,Physeter macrocephalus,12.96042052,92.35038061,,Multiple,Mohan & Sujitra 2018,,Sperm_whale,Publication
1464,Sperm_whale,Physeter macrocephalus,12.8817975,93.23020968,,Multiple,Mohan & Sujitra 2018,,Sperm_whale,Publication
1465,Sperm_whale,Physeter macrocephalus,12.37261983,93.7356434,,Multiple,Mohan & Sujitra 2018,,Sperm_whale,Publication
1466,Sperm_whale,Physeter macrocephalus,9.969001684,93.63830061,,Multiple,Mohan & Sujitra 2018,,Sperm_whale,Publication
1467,Sperm_whale,Physeter macrocephalus,7.943522845,93.82549828,,Multiple,Mohan & Sujitra 2018,,Sperm_whale,Publication
1468,Sperm_whale,Physeter macrocephalus,6.7155061,94.12875852,,Multiple,Mohan & Sujitra 2018,,Sperm_whale,Publication
1469,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.78786617,93.34033974,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1470,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.61828131,93.32444116,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1471,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.68187564,93.16545536,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1472,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.54938747,92.93757571,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1473,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.42749835,92.8580828,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1474,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.28971065,92.79448848,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1475,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.15722248,92.70969605,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1476,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.08302911,92.53481167,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1477,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.26851255,92.31753107,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1478,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.36390403,92.51891309,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1479,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.08832863,92.73089416,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1480,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.33740639,92.96937287,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1481,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.5175903,92.65670079,,2012-2014,Mondreti et al 2020,,Bottlenose_dolphin,Publication
1482,Spinner_dolphin,Stenella longirostris,18.1626439,90.12460026,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1483,Spinner_dolphin,Stenella longirostris,17.84815181,90.37170119,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1484,Spinner_dolphin,Stenella longirostris,15.04767459,89.16614816,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1485,Spinner_dolphin,Stenella longirostris,14.94658785,92.32230096,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1486,Spinner_dolphin,Stenella longirostris,14.77062204,92.41964375,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1487,Spinner_dolphin,Stenella longirostris,14.27267622,92.83147863,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1488,Spinner_dolphin,Stenella longirostris,14.39248273,92.76034351,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1489,Spinner_dolphin,Stenella longirostris,14.23898064,92.93630933,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1490,Spinner_dolphin,Stenella longirostris,14.05552692,92.98123677,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1491,Spinner_dolphin,Stenella longirostris,13.93946436,93.01493235,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1492,Spinner_dolphin,Stenella longirostris,13.79345018,93.11976305,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1493,Spinner_dolphin,Stenella longirostris,13.78596227,93.1721784,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1494,Spinner_dolphin,Stenella longirostris,13.68113157,93.29947282,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1495,Spinner_dolphin,Stenella longirostris,13.47895808,93.26577724,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1496,Spinner_dolphin,Stenella longirostris,13.18318576,93.35563212,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1497,Spinner_dolphin,Stenella longirostris,12.98475622,93.21336189,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1498,Spinner_dolphin,Stenella longirostris,13.05214738,93.123507,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1499,Spinner_dolphin,Stenella longirostris,13.32919994,93.25454538,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1500,Spinner_dolphin,Stenella longirostris,13.25057692,93.52036607,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1501,Spinner_dolphin,Stenella longirostris,13.40782297,93.52036607,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1502,Spinner_dolphin,Stenella longirostris,11.74550762,89.46566444,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1503,Spinner_dolphin,Stenella longirostris,12.60661692,83.89091769,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1504,Spinner_dolphin,Stenella longirostris,9.877274824,88.92279119,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1505,Spinner_dolphin,Stenella longirostris,8.259886915,89.41699305,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1506,Spinner_dolphin,Stenella longirostris,7.114237147,92.0527363,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1507,Spinner_dolphin,Stenella longirostris,7.016894356,92.38220421,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1508,Spinner_dolphin,Stenella longirostris,6.410373891,93.23582561,,2012-2014,Mondreti et al 2020,,Spinner_dolphin,Publication
1509,Blue_whale,,8.718741827,81.35123423,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1510,Blue_whale,,8.721060963,81.3353868,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1511,Blue_whale,,8.700961786,81.34968814,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1512,Blue_whale,,8.671972589,81.36205686,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1513,Blue_whale,,8.637185553,81.39723042,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1514,Blue_whale,,8.622497693,81.39336519,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1515,Blue_whale,,8.610515491,81.37403906,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1516,Blue_whale,,8.635639462,81.34968814,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1517,Blue_whale,,8.593895018,81.37287949,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1518,Blue_whale,,8.598919812,81.38447517,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1519,Blue_whale,,8.601625471,81.39645737,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1520,Blue_whale,,8.585004998,81.38524822,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1521,Blue_whale,,8.587710656,81.3968439,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1522,Blue_whale,,8.587324134,81.40921262,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1523,Blue_whale,,8.564519298,81.42042178,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1524,Blue_whale,,8.552537097,81.36244338,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1525,Blue_whale,,8.551764052,81.33654637,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1526,Blue_whale,,8.551377529,81.32958896,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1527,Blue_whale,,8.541327941,81.32958896,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1528,Blue_whale,,8.527026603,81.32726982,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1529,Blue_whale,,8.565292344,81.34195768,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1530,Blue_whale,,8.554856233,81.31953937,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1531,Blue_whale,,8.567224957,81.32031242,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1532,Blue_whale,,8.554083187,81.30098629,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1533,Blue_whale,,8.565292344,81.28900408,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1534,Blue_whale,,8.577274545,81.28823104,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1535,Blue_whale,,8.575728455,81.30137281,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1536,Blue_whale,,8.581912817,81.30755717,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1537,Blue_whale,,8.594281541,81.33113505,,2010-2012,Nanayakkara 2014,,Blue_whale,Publication
1538,Bryde's_whale,,8.669653454,81.36978731,,2010-2012,Nanayakkara 2014,,Bryde's_whale,Publication
1539,Bryde's_whale,,8.612061582,81.35393989,,2010-2012,Nanayakkara 2014,,Bryde's_whale,Publication
1540,Bryde's_whale,,8.610902014,81.34273073,,2010-2012,Nanayakkara 2014,,Bryde's_whale,Publication
